order	lemma	pos	verdict	fix	why	gloss
1288	metal	NOUN	ok			металл
1290	pasoš	NOUN	ok			паспорт
1294	tresti	VERB	ok			трясти
1295	tanjir	NOUN	ok			тарелка
1296	industrija	NOUN	ok			промышленность, индустрия
1298	gitara	NOUN	ok			муз. гитара
1299	jun	NOUN	gloss	јун	июнь — это июнь, но в черногорском јун	июнь
1300	kriva	NOUN	ok			геометр. кривая
1306	procedura	NOUN	ok			процедура
1307	rog	NOUN	drop_transparent	рог	тот же корень и значение, что в русском	рог (аналогично русскому слову)
1308	krst	NOUN	ok			крест
1310	naučan	ADJ	ok			научный
1313	šesti	ADJ	ok			шестой
1316	cirkus	NOUN	ok			цирк
1321	akademija	NOUN	ok			академия; училище
1322	galaksija	NOUN	ok			астрон. галактика
1325	kinez	NOUN	ok			китаец
1326	kolekcija	NOUN	ok			коллекция
1328	španski	ADJ	ok			испанский
1331	strategija	NOUN	ok			стратегия
1334	instinkt	NOUN	drop_transparent	инстинкт	тот же корень и значение, что в русском	инстинкт (аналогично русскому слову)
1338	unuka	NOUN	ok			внучка
1341	mudar	ADJ	ok			мудрый
1346	sektor	NOUN	drop_transparent	сектор	тот же корень и значение, что в русском	сектор (аналогично русскому слову)
1347	tajan	ADJ	ok			тайный, секретный
1353	beta	NOUN	drop_transparent	бета	тот же корень и значение, что в русском	бета (аналогично русскому слову)
1356	federalan	ADJ	ok			федеральный
1358	ritam	NOUN	ok			ритм
1361	maca	NOUN	drop_transparent	маца	тот же корень и значение, что в русском	этногр., религ. маца (аналогично русскому слову)
1366	kristal	NOUN	ok			хим. кристалл
1368	ajkula	NOUN	ok			акула
1372	političar	NOUN	ok			политик
1374	pauk	NOUN	ok			паук
1375	tinejdžer	NOUN	ok			подросток, тинейджер
1377	nezgoda	NOUN	ok			неудобство
1381	međunarodni	ADJ	ok			международный
1383	status	NOUN	ok			статус
1384	tenk	NOUN	ok			воен. танк
1385	ceremonija	NOUN	ok			церемония
1388	mit	NOUN	ok			миф
1391	širok	ADJ	ok			широкий
1396	festival	NOUN	ok			фестиваль
1399	kolika	NOUN	ok			мед. колика
1402	boravak	NOUN	ok			пребывание; жительство
1403	crtež	NOUN	ok			чертёж
1404	scenario	NOUN	ok			сценарий
1407	sedmi	ADJ	ok			седьмой
1410	poker	NOUN	drop_transparent	покер	тот же корень и значение, что в русском	карт. покер (аналогично русскому слову)
1411	službenik	NOUN	ok			чиновник
1412	klima	NOUN	ok			климат
1414	mladost	NOUN	ok			юность, молодость
1417	kita	NOUN	drop_transparent	кита	тот же корень и значение, что в русском	кита (аналогично русскому слову)
1418	protokol	NOUN	ok			протокол
1420	jul	NOUN	ok			июль
1421	gravitacija	NOUN	ok			гравитация; тяготение
1424	admiral	NOUN	ok			воен. адмирал
1425	bal	NOUN	drop_transparent	бал	тот же корень и значение, что в русском	бал (аналогично русскому слову)
1429	asistent	NOUN	ok			ассистент
1431	ekran	NOUN	ok			экран
1432	tablica	NOUN	ok			таблица
1433	mudrost	NOUN	ok			мудрость
1442	strela	NOUN	ok			стрела
1443	petlja	NOUN	ok			петля
1444	heroin	NOUN	ok			героин
1445	senzor	NOUN	ok			техн. сенсор
1446	struktura	NOUN	drop_transparent	структура	тот же корень и значение, что в русском	структура (аналогично русскому слову)
1450	infekcija	NOUN	ok			мед. инфекция
1451	kolonija	NOUN	ok			колония
1452	disanje	NOUN	ok			дыхание
1453	medalja	NOUN	ok			медаль
1457	boginja	NOUN	ok			богиня
1458	banana	NOUN	ok			банан
1460	funkcija	NOUN	ok			функция
1461	mafija	NOUN	ok			мафия
1464	svadba	NOUN	ok			свадьба
1468	jelen	NOUN	ok			олень
1469	kongres	NOUN	ok			конгресс
1470	titula	NOUN	ok			титул; сан; звание
1471	hirurg	NOUN	ok			хирург
1472	hrabro	ADV	ok			храбро, смело
1473	spor	NOUN	gloss	спор (ссора)	толкование даёт прилагательное вместо существительного	неспешный
1474	sovjetski	ADJ	ok			советский
1475	kompliment	NOUN	ok			комплимент
1476	poezija	NOUN	ok			поэзия
1480	mrtvac	NOUN	ok			мертвец, покойник, труп
1482	komisija	NOUN	ok			комиссия
1487	hamburger	NOUN	ok			гамбургер
1497	palac	NOUN	ok			анат. большой палец (руки)
1498	šum	NOUN	ok			шум (аналогично русскому слову)
1499	večnost	NOUN	ok			вечность
1500	orbita	NOUN	ok			астрон. орбита (аналогично русскому слову)
1501	materija	NOUN	ok			материя
1502	iluzija	NOUN	ok			иллюзия
1511	aleksandar	NOUN	drop_name	Александр	имя собственное	Александр
1516	lan	NOUN	ok			лён
1517	učiteljica	NOUN	ok			учительница
1518	ženiti	VERB	ok			женить
1520	koordinata	NOUN	ok			матем. координата (аналогично русскому слову)
1523	bič	NOUN	ok			бич (аналогично русск. слову в знач. I)
1525	ekonomija	NOUN	ok			экономия (наука); экономика
1527	klan	NOUN	ok			клан (аналогично русскому слову)
1528	pčela	NOUN	ok			энтомол. пчела (аналогично русскому слову)
